Week_Ending,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,Year,state_alpha,unit_desc,Value
2005-08-28,26.037142857142857,32.42,20.231428571428573,2.422857142857143,60.67142857142857,2005,TX,PCT DENTED,89
2005-08-28,26.037142857142857,32.42,20.231428571428573,2.422857142857143,60.67142857142857,2005,TX,PCT DOUGH,99
2005-08-28,26.037142857142857,32.42,20.231428571428573,2.422857142857143,60.67142857142857,2005,TX,PCT MATURE,68
2005-09-04,24.31714285714286,31.594285714285714,17.29714285714286,0.0742857142857142,52.09857142857143,2005,TX,PCT DENTED,92
2005-09-04,24.31714285714286,31.594285714285714,17.29714285714286,0.0742857142857142,52.09857142857143,2005,TX,PCT DOUGH,99
2005-09-04,24.31714285714286,31.594285714285714,17.29714285714286,0.0742857142857142,52.09857142857143,2005,TX,PCT MATURE,72
2005-09-11,24.40571428571429,30.84,18.374285714285715,1.2214285714285715,53.96428571428572,2005,TX,PCT DENTED,95
2005-09-11,24.40571428571429,30.84,18.374285714285715,1.2214285714285715,53.96428571428572,2005,TX,PCT MATURE,77
2005-09-11,24.40571428571429,30.84,18.374285714285715,1.2214285714285715,53.96428571428572,2005,TX,PCT HARVESTED,65
2005-09-18,24.43857142857143,32.371428571428574,17.59714285714286,1.8185714285714287,57.16571428571428,2005,TX,PCT DENTED,97
2005-09-18,24.43857142857143,32.371428571428574,17.59714285714286,1.8185714285714287,57.16571428571428,2005,TX,PCT MATURE,83
2005-09-18,24.43857142857143,32.371428571428574,17.59714285714286,1.8185714285714287,57.16571428571428,2005,TX,PCT HARVESTED,69
2005-09-25,25.722857142857144,34.511428571428574,18.208571428571428,0.0,44.07,2005,TX,PCT MATURE,90
2005-09-25,25.722857142857144,34.511428571428574,18.208571428571428,0.0,44.07,2005,TX,PCT HARVESTED,73
2005-10-02,21.474285714285717,29.731428571428573,14.108571428571429,0.1857142857142857,47.99142857142857,2005,TX,PCT MATURE,94
2005-10-02,21.474285714285717,29.731428571428573,14.108571428571429,0.1857142857142857,47.99142857142857,2005,TX,PCT HARVESTED,81
2005-10-09,16.952857142857145,23.75714285714286,10.757142857142856,5.338571428571428,65.54571428571428,2005,TX,PCT MATURE,96
2005-10-09,16.952857142857145,23.75714285714286,10.757142857142856,5.338571428571428,65.54571428571428,2005,TX,PCT HARVESTED,86
2005-10-16,15.351428571428572,22.434285714285718,9.082857142857142,1.0371428571428571,68.48857142857143,2005,TX,PCT HARVESTED,91
2005-10-23,16.184285714285714,24.435714285714287,9.254285714285714,0.1328571428571428,52.94142857142857,2005,TX,PCT HARVESTED,93
2005-10-30,13.165714285714284,21.03,6.788571428571428,0.6357142857142858,64.18428571428572,2005,TX,PCT HARVESTED,95
2005-11-06,14.398571428571428,23.935714285714287,7.109999999999999,0.0014285714285714,43.16,2005,TX,PCT HARVESTED,97
2005-11-13,13.258571428571427,22.08142857142857,6.344285714285715,0.0,46.83,2005,TX,PCT HARVESTED,98
2006-04-09,15.65,23.664285714285715,7.228571428571429,0.0,38.26285714285715,2006,TX,PCT PLANTED,64
2006-04-16,21.73,30.915714285714284,12.975714285714286,0.0028571428571428,34.62428571428571,2006,TX,PCT PLANTED,68
2006-04-23,18.865714285714287,27.962857142857143,10.72,2.487142857142857,40.81,2006,TX,PCT PLANTED,72
2006-04-30,16.815714285714286,25.398571428571422,8.201428571428572,0.2842857142857143,44.52285714285714,2006,TX,PCT EMERGED,62
2006-04-30,16.815714285714286,25.398571428571422,8.201428571428572,0.2842857142857143,44.52285714285714,2006,TX,PCT PLANTED,80
2006-05-07,19.6,27.33857142857143,12.662857142857144,2.89,60.441428571428574,2006,TX,PCT EMERGED,64
2006-05-07,19.6,27.33857142857143,12.662857142857144,2.89,60.441428571428574,2006,TX,PCT PLANTED,91
2006-05-14,20.83142857142857,29.705714285714286,11.95,0.0728571428571428,38.12285714285714,2006,TX,PCT EMERGED,77
2006-05-14,20.83142857142857,29.705714285714286,11.95,0.0728571428571428,38.12285714285714,2006,TX,PCT PLANTED,96
2006-05-21,24.10428571428572,33.27428571428572,14.598571428571429,0.1871428571428571,32.79571428571428,2006,TX,PCT EMERGED,88
2006-05-21,24.10428571428572,33.27428571428572,14.598571428571429,0.1871428571428571,32.79571428571428,2006,TX,PCT PLANTED,98
2006-05-28,27.445714285714285,36.06142857142857,19.08857142857143,1.522857142857143,35.86714285714286,2006,TX,PCT EMERGED,93
2006-05-28,27.445714285714285,36.06142857142857,19.08857142857143,1.522857142857143,35.86714285714286,2006,TX,PCT PLANTED,99
2006-06-04,24.90428571428572,32.480000000000004,16.92142857142857,3.0742857142857143,47.24857142857143,2006,TX,PCT EMERGED,98
2006-06-11,28.678571428571427,37.31857142857143,19.91142857142857,0.0571428571428571,29.898571428571437,2006,TX,PCT EMERGED,99
2006-06-25,26.77,33.92142857142857,19.305714285714284,3.0700000000000003,48.66142857142857,2006,TX,PCT SILKING,63
2006-07-02,25.027142857142856,31.56857142857143,17.52857142857143,0.12,43.08285714285714,2006,TX,PCT SILKING,69
2006-07-09,26.801428571428573,33.13,19.891428571428573,1.104285714285714,48.00571428571429,2006,TX,PCT SILKING,72
2006-07-16,30.22142857142857,37.26714285714286,22.854285714285712,1.3557142857142856,39.75142857142857,2006,TX,PCT DOUGH,56
2006-07-16,30.22142857142857,37.26714285714286,22.854285714285712,1.3557142857142856,39.75142857142857,2006,TX,PCT SILKING,89
2006-07-23,30.762857142857143,37.90285714285714,23.208571428571428,0.0057142857142857,32.33857142857143,2006,TX,PCT DOUGH,69
2006-07-23,30.762857142857143,37.90285714285714,23.208571428571428,0.0057142857142857,32.33857142857143,2006,TX,PCT SILKING,93
2006-07-30,29.204285714285717,36.11714285714286,22.65142857142857,1.7257142857142858,41.97714285714286,2006,TX,PCT DENTED,65
2006-07-30,29.204285714285717,36.11714285714286,22.65142857142857,1.7257142857142858,41.97714285714286,2006,TX,PCT DOUGH,85
2006-07-30,29.204285714285717,36.11714285714286,22.65142857142857,1.7257142857142858,41.97714285714286,2006,TX,PCT SILKING,98
2006-08-06,27.08285714285714,33.191428571428574,21.110000000000003,1.5142857142857142,52.42142857142857,2006,TX,PCT DENTED,71
2006-08-06,27.08285714285714,33.191428571428574,21.110000000000003,1.5142857142857142,52.42142857142857,2006,TX,PCT DOUGH,92
2006-08-06,27.08285714285714,33.191428571428574,21.110000000000003,1.5142857142857142,52.42142857142857,2006,TX,PCT SILKING,99
2006-08-13,28.337142857142855,34.71714285714285,22.231428571428573,1.0242857142857142,47.19,2006,TX,PCT DENTED,85
2006-08-13,28.337142857142855,34.71714285714285,22.231428571428573,1.0242857142857142,47.19,2006,TX,PCT DOUGH,97
2006-08-20,25.37857142857143,30.31,20.72,5.357142857142857,65.57142857142857,2006,TX,PCT DENTED,89
2006-08-20,25.37857142857143,30.31,20.72,5.357142857142857,65.57142857142857,2006,TX,PCT DOUGH,98
2006-08-20,25.37857142857143,30.31,20.72,5.357142857142857,65.57142857142857,2006,TX,PCT MATURE,67
2006-08-27,25.647142857142857,31.06714285714286,20.705714285714286,4.235714285714286,64.67999999999999,2006,TX,PCT DENTED,91
2006-08-27,25.647142857142857,31.06714285714286,20.705714285714286,4.235714285714286,64.67999999999999,2006,TX,PCT DOUGH,99
2006-08-27,25.647142857142857,31.06714285714286,20.705714285714286,4.235714285714286,64.67999999999999,2006,TX,PCT MATURE,70
2006-09-03,21.374285714285715,26.24857142857143,16.28142857142857,9.86,70.65285714285714,2006,TX,PCT DENTED,98
2006-09-03,21.374285714285715,26.24857142857143,16.28142857142857,9.86,70.65285714285714,2006,TX,PCT DOUGH,100
2006-09-03,21.374285714285715,26.24857142857143,16.28142857142857,9.86,70.65285714285714,2006,TX,PCT MATURE,72
2006-09-10,19.345714285714287,24.592857142857145,14.624285714285715,4.411428571428571,73.40428571428572,2006,TX,PCT DENTED,99
2006-09-10,19.345714285714287,24.592857142857145,14.624285714285715,4.411428571428571,73.40428571428572,2006,TX,PCT MATURE,85
2006-09-10,19.345714285714287,24.592857142857145,14.624285714285715,4.411428571428571,73.40428571428572,2006,TX,PCT HARVESTED,69
2006-09-17,21.024285714285718,26.768571428571427,15.260000000000002,2.402857142857143,68.79428571428572,2006,TX,PCT DENTED,99
2006-09-17,21.024285714285718,26.768571428571427,15.260000000000002,2.402857142857143,68.79428571428572,2006,TX,PCT MATURE,86
2006-09-17,21.024285714285718,26.768571428571427,15.260000000000002,2.402857142857143,68.79428571428572,2006,TX,PCT HARVESTED,70
2006-09-24,18.208571428571428,25.974285714285717,10.957142857142856,0.1842857142857143,44.96,2006,TX,PCT MATURE,96
2006-09-24,18.208571428571428,25.974285714285717,10.957142857142856,0.1842857142857143,44.96,2006,TX,PCT HARVESTED,71
2006-10-01,19.947142857142858,29.024285714285718,12.085714285714284,0.0028571428571428,44.78000000000001,2006,TX,PCT MATURE,99
2006-10-01,19.947142857142858,29.024285714285718,12.085714285714284,0.0028571428571428,44.78000000000001,2006,TX,PCT HARVESTED,73
2006-10-08,21.90142857142857,28.882857142857144,15.665714285714284,1.542857142857143,58.18142857142857,2006,TX,PCT MATURE,100
2006-10-08,21.90142857142857,28.882857142857144,15.665714285714284,1.542857142857143,58.18142857142857,2006,TX,PCT HARVESTED,88
2006-10-15,13.945714285714288,20.072857142857146,8.678571428571429,7.071428571428571,73.90285714285713,2006,TX,PCT HARVESTED,94
2006-10-22,11.825714285714286,19.09857142857143,5.268571428571429,0.6614285714285714,59.752857142857145,2006,TX,PCT HARVESTED,97
2006-10-29,12.765714285714283,21.154285714285717,6.091428571428572,0.0385714285714285,52.45285714285715,2006,TX,PCT HARVESTED,98
2006-11-05,9.491428571428573,16.757142857142856,3.59,0.0557142857142857,59.74571428571429,2006,TX,PCT HARVESTED,99
2006-11-12,12.53857142857143,22.08285714285714,5.328571428571428,0.0014285714285714,50.75571428571429,2006,TX,PCT HARVESTED,100
2006-11-19,8.638571428571428,17.21142857142857,1.55,0.0,48.26285714285715,2006,TX,PCT HARVESTED,100
2006-11-26,10.842857142857143,19.532857142857143,4.357142857142857,0.0,52.82857142857142,2006,TX,PCT HARVESTED,100
2007-04-08,7.3028571428571425,13.685714285714283,1.2085714285714284,0.52,60.98428571428571,2007,TX,PCT PLANTED,59
2007-04-15,10.81857142857143,20.14428571428571,2.125714285714286,1.3257142857142856,56.67428571428571,2007,TX,PCT PLANTED,67
2007-04-22,15.327142857142857,23.49285714285714,7.434285714285714,1.9071428571428568,59.32571428571429,2007,TX,PCT EMERGED,65
2007-04-22,15.327142857142857,23.49285714285714,7.434285714285714,1.9071428571428568,59.32571428571429,2007,TX,PCT PLANTED,68
2007-04-29,16.251428571428573,24.142857142857142,8.651428571428571,0.8571428571428571,54.49142857142857,2007,TX,PCT EMERGED,66
2007-04-29,16.251428571428573,24.142857142857142,8.651428571428571,0.8571428571428571,54.49142857142857,2007,TX,PCT PLANTED,70
2007-05-06,19.167142857142856,26.93142857142857,11.764285714285714,1.522857142857143,58.13428571428572,2007,TX,PCT EMERGED,68
2007-05-06,19.167142857142856,26.93142857142857,11.764285714285714,1.522857142857143,58.13428571428572,2007,TX,PCT PLANTED,82
2007-05-13,16.907142857142855,23.07857142857143,10.76142857142857,8.061428571428571,69.97,2007,TX,PCT EMERGED,72
2007-05-13,16.907142857142855,23.07857142857143,10.76142857142857,8.061428571428571,69.97,2007,TX,PCT PLANTED,92
2007-05-20,16.81714285714286,22.027142857142856,11.79857142857143,3.052857142857143,70.95,2007,TX,PCT EMERGED,79
2007-05-20,16.81714285714286,22.027142857142856,11.79857142857143,3.052857142857143,70.95,2007,TX,PCT PLANTED,97
2007-05-27,19.56142857142857,25.042857142857144,14.154285714285717,1.5942857142857143,69.25142857142858,2007,TX,PCT EMERGED,90
2007-05-27,19.56142857142857,25.042857142857144,14.154285714285717,1.5942857142857143,69.25142857142858,2007,TX,PCT PLANTED,98
2007-06-03,20.72142857142857,26.79,14.882857142857144,6.691428571428572,71.76,2007,TX,PCT EMERGED,98
2007-06-10,21.814285714285717,28.86285714285714,14.468571428571428,3.5885714285714285,58.45428571428572,2007,TX,PCT EMERGED,99
2007-06-24,25.15,31.714285714285715,18.457142857142856,2.6685714285714286,64.53999999999999,2007,TX,PCT SILKING,59
2007-07-01,23.481428571428573,29.83,17.46,1.8442857142857143,67.89285714285714,2007,TX,PCT SILKING,61
2007-07-08,24.687142857142856,30.882857142857144,18.48,1.3342857142857143,64.1842857142857,2007,TX,PCT SILKING,63
2007-07-15,25.59,31.85428571428572,19.415714285714284,4.1085714285714285,62.59,2007,TX,PCT DOUGH,53
2007-07-15,25.59,31.85428571428572,19.415714285714284,4.1085714285714285,62.59,2007,TX,PCT SILKING,75
2007-07-22,25.03142857142857,30.95142857142857,18.74142857142857,0.1385714285714285,61.10857142857143,2007,TX,PCT DOUGH,60
2007-07-22,25.03142857142857,30.95142857142857,18.74142857142857,0.1385714285714285,61.10857142857143,2007,TX,PCT SILKING,91
2007-07-29,24.552857142857142,30.715714285714284,18.422857142857143,0.8828571428571428,61.97714285714285,2007,TX,PCT DENTED,57
2007-07-29,24.552857142857142,30.715714285714284,18.422857142857143,0.8828571428571428,61.97714285714285,2007,TX,PCT DOUGH,66
2007-07-29,24.552857142857142,30.715714285714284,18.422857142857143,0.8828571428571428,61.97714285714285,2007,TX,PCT SILKING,97
2007-08-05,24.68285714285714,30.138571428571428,19.454285714285717,2.9585714285714286,71.18142857142857,2007,TX,PCT DENTED,59
2007-08-05,24.68285714285714,30.138571428571428,19.454285714285717,2.9585714285714286,71.18142857142857,2007,TX,PCT DOUGH,70
2007-08-05,24.68285714285714,30.138571428571428,19.454285714285717,2.9585714285714286,71.18142857142857,2007,TX,PCT SILKING,98
2007-08-12,27.924285714285716,35.32714285714285,20.79,0.0328571428571428,53.675714285714285,2007,TX,PCT DENTED,65
2007-08-12,27.924285714285716,35.32714285714285,20.79,0.0328571428571428,53.675714285714285,2007,TX,PCT DOUGH,79
2007-08-19,26.10571428571429,33.041428571428575,19.881428571428568,2.5085714285714285,56.815714285714286,2007,TX,PCT DENTED,79
2007-08-19,26.10571428571429,33.041428571428575,19.881428571428568,2.5085714285714285,56.815714285714286,2007,TX,PCT DOUGH,86
2007-08-19,26.10571428571429,33.041428571428575,19.881428571428568,2.5085714285714285,56.815714285714286,2007,TX,PCT MATURE,59
2007-08-26,25.974285714285717,32.431428571428576,20.548571428571428,1.6771428571428575,65.52571428571429,2007,TX,PCT DENTED,87
2007-08-26,25.974285714285717,32.431428571428576,20.548571428571428,1.6771428571428575,65.52571428571429,2007,TX,PCT DOUGH,97
2007-08-26,25.974285714285717,32.431428571428576,20.548571428571428,1.6771428571428575,65.52571428571429,2007,TX,PCT MATURE,61
2007-09-02,24.321428571428573,30.787142857142857,18.452857142857145,0.7785714285714286,61.82142857142857,2007,TX,PCT DENTED,99
2007-09-02,24.321428571428573,30.787142857142857,18.452857142857145,0.7785714285714286,61.82142857142857,2007,TX,PCT DOUGH,100
2007-09-02,24.321428571428573,30.787142857142857,18.452857142857145,0.7785714285714286,61.82142857142857,2007,TX,PCT MATURE,75
2007-09-09,23.882857142857144,30.381428571428568,18.31,6.307142857142857,70.53857142857143,2007,TX,PCT DENTED,100
2007-09-09,23.882857142857144,30.381428571428568,18.31,6.307142857142857,70.53857142857143,2007,TX,PCT MATURE,80
2007-09-09,23.882857142857144,30.381428571428568,18.31,6.307142857142857,70.53857142857143,2007,TX,PCT HARVESTED,65
2007-09-16,21.184285714285718,28.192857142857143,14.634285714285712,0.3257142857142857,66.21428571428571,2007,TX,PCT DENTED,100
2007-09-16,21.184285714285718,28.192857142857143,14.634285714285712,0.3257142857142857,66.21428571428571,2007,TX,PCT MATURE,85
2007-09-16,21.184285714285718,28.192857142857143,14.634285714285712,0.3257142857142857,66.21428571428571,2007,TX,PCT HARVESTED,70
2007-09-23,23.90142857142857,30.295714285714286,18.107142857142858,0.6714285714285715,64.32285714285715,2007,TX,PCT MATURE,95
2007-09-23,23.90142857142857,30.295714285714286,18.107142857142858,0.6714285714285715,64.32285714285715,2007,TX,PCT HARVESTED,80
2007-09-30,22.164285714285715,28.90714285714285,15.81,1.8285714285714283,62.93571428571429,2007,TX,PCT MATURE,100
2007-09-30,22.164285714285715,28.90714285714285,15.81,1.8285714285714283,62.93571428571429,2007,TX,PCT HARVESTED,90
2007-10-07,23.16142857142857,30.74714285714285,16.19,0.2699999999999999,55.42857142857143,2007,TX,PCT MATURE,100
2007-10-07,23.16142857142857,30.74714285714285,16.19,0.2699999999999999,55.42857142857143,2007,TX,PCT HARVESTED,91
2007-10-14,19.754285714285714,28.212857142857143,12.782857142857145,0.3685714285714285,52.87428571428571,2007,TX,PCT HARVESTED,92
2007-10-21,16.444285714285716,24.90142857142857,8.741428571428571,0.0642857142857142,41.892857142857146,2007,TX,PCT HARVESTED,93
2007-10-28,12.01142857142857,21.178571428571427,4.917142857142857,0.0071428571428571,45.705714285714286,2007,TX,PCT HARVESTED,97
2007-11-04,12.418571428571427,21.454285714285717,5.1000000000000005,0.0,47.67714285714286,2007,TX,PCT HARVESTED,99
2007-11-11,12.375714285714285,21.417142857142856,4.688571428571429,0.0,46.61857142857143,2007,TX,PCT HARVESTED,100
2007-11-18,12.444285714285714,20.86428571428572,5.712857142857144,0.0,46.81571428571429,2007,TX,PCT HARVESTED,100
2008-04-13,12.188571428571429,20.41857142857143,4.44,1.8414285714285712,45.15428571428571,2008,TX,PCT PLANTED,59
2008-04-20,16.472857142857144,26.98428571428571,6.244285714285715,0.0057142857142857,30.321428571428573,2008,TX,PCT PLANTED,62
2008-04-27,17.352857142857143,25.84714285714286,9.098571428571429,1.1042857142857143,36.862857142857145,2008,TX,PCT PLANTED,66
2008-05-04,17.745714285714286,27.734285714285715,7.188571428571429,0.0,22.214285714285715,2008,TX,PCT EMERGED,60
2008-05-04,17.745714285714286,27.734285714285715,7.188571428571429,0.0,22.214285714285715,2008,TX,PCT PLANTED,72
2008-05-11,18.11142857142857,25.27857142857143,10.98857142857143,9.574285714285711,57.675714285714285,2008,TX,PCT EMERGED,68
2008-05-11,18.11142857142857,25.27857142857143,10.98857142857143,9.574285714285711,57.675714285714285,2008,TX,PCT PLANTED,85
2008-05-18,17.79285714285714,25.268571428571427,10.105714285714283,2.485714285714286,48.56571428571429,2008,TX,PCT EMERGED,80
2008-05-18,17.79285714285714,25.268571428571427,10.105714285714283,2.485714285714286,48.56571428571429,2008,TX,PCT PLANTED,94
2008-05-25,25.042857142857144,33.74,15.8,0.0357142857142857,35.06142857142857,2008,TX,PCT EMERGED,90
2008-05-25,25.042857142857144,33.74,15.8,0.0357142857142857,35.06142857142857,2008,TX,PCT PLANTED,97
2008-06-01,26.49714285714285,34.958571428571425,18.01,1.1985714285714284,43.2,2008,TX,PCT EMERGED,96
2008-06-01,26.49714285714285,34.958571428571425,18.01,1.1985714285714284,43.2,2008,TX,PCT PLANTED,99
2008-06-08,28.57,37.0,19.63142857142857,0.2371428571428571,29.93428571428572,2008,TX,PCT EMERGED,99
2008-06-15,28.462857142857143,37.00142857142857,19.78142857142857,0.3885714285714286,37.92142857142857,2008,TX,PCT EMERGED,100
2008-06-22,26.517142857142854,33.971428571428575,19.077142857142857,3.9785714285714286,49.01142857142857,2008,TX,PCT SILKING,56
2008-06-29,26.65,33.75,19.58428571428572,4.62,49.46857142857142,2008,TX,PCT SILKING,59
2008-07-06,25.5,31.80142857142857,18.38,1.0385714285714285,52.77,2008,TX,PCT SILKING,60
2008-07-13,25.24285714285714,30.707142857142856,19.77,2.6699999999999995,57.60000000000001,2008,TX,PCT SILKING,70
2008-07-20,24.927142857142854,30.49571428571429,19.84857142857143,2.891428571428571,61.66285714285714,2008,TX,PCT SILKING,78
2008-07-27,27.684285714285718,34.27428571428572,20.68285714285714,0.0471428571428571,46.855714285714285,2008,TX,PCT DOUGH,64
2008-07-27,27.684285714285718,34.27428571428572,20.68285714285714,0.0471428571428571,46.855714285714285,2008,TX,PCT SILKING,91
2008-08-03,28.535714285714285,36.15428571428571,21.094285714285714,0.8157142857142857,45.027142857142856,2008,TX,PCT DOUGH,69
2008-08-03,28.535714285714285,36.15428571428571,21.094285714285714,0.8157142857142857,45.027142857142856,2008,TX,PCT SILKING,95
2008-08-10,28.15571428571429,35.28285714285715,20.978571428571428,1.41,45.49857142857143,2008,TX,PCT DENTED,62
2008-08-10,28.15571428571429,35.28285714285715,20.978571428571428,1.41,45.49857142857143,2008,TX,PCT DOUGH,74
2008-08-10,28.15571428571429,35.28285714285715,20.978571428571428,1.41,45.49857142857143,2008,TX,PCT SILKING,97
2008-08-17,23.367142857142856,28.735714285714288,19.00142857142857,9.074285714285717,66.45857142857143,2008,TX,PCT DENTED,68
2008-08-17,23.367142857142856,28.735714285714288,19.00142857142857,9.074285714285717,66.45857142857143,2008,TX,PCT DOUGH,88
2008-08-17,23.367142857142856,28.735714285714288,19.00142857142857,9.074285714285717,66.45857142857143,2008,TX,PCT SILKING,98
2008-08-24,23.032857142857143,29.638571428571428,16.882857142857144,0.3985714285714286,66.02142857142857,2008,TX,PCT DENTED,82
2008-08-24,23.032857142857143,29.638571428571428,16.882857142857144,0.3985714285714286,66.02142857142857,2008,TX,PCT DOUGH,96
2008-08-31,23.822857142857146,28.77285714285714,18.872857142857143,1.4185714285714286,64.89571428571428,2008,TX,PCT DENTED,89
2008-08-31,23.822857142857146,28.77285714285714,18.872857142857143,1.4185714285714286,64.89571428571428,2008,TX,PCT DOUGH,97
2008-08-31,23.822857142857146,28.77285714285714,18.872857142857143,1.4185714285714286,64.89571428571428,2008,TX,PCT MATURE,65
2008-09-07,23.125714285714285,30.41,16.307142857142857,0.4671428571428571,55.63714285714286,2008,TX,PCT DENTED,90
2008-09-07,23.125714285714285,30.41,16.307142857142857,0.4671428571428571,55.63714285714286,2008,TX,PCT DOUGH,98
2008-09-07,23.125714285714285,30.41,16.307142857142857,0.4671428571428571,55.63714285714286,2008,TX,PCT MATURE,66
2008-09-14,18.872857142857143,23.807142857142857,14.637142857142855,15.727142857142857,80.19714285714285,2008,TX,PCT DENTED,95
2008-09-14,18.872857142857143,23.807142857142857,14.637142857142855,15.727142857142857,80.19714285714285,2008,TX,PCT DOUGH,99
2008-09-14,18.872857142857143,23.807142857142857,14.637142857142855,15.727142857142857,80.19714285714285,2008,TX,PCT MATURE,67
2008-09-21,17.908571428571427,25.314285714285717,10.922857142857143,0.0014285714285714,62.92,2008,TX,PCT DENTED,98
2008-09-21,17.908571428571427,25.314285714285717,10.922857142857143,0.0014285714285714,62.92,2008,TX,PCT MATURE,75
2008-09-21,17.908571428571427,25.314285714285717,10.922857142857143,0.0014285714285714,62.92,2008,TX,PCT HARVESTED,65
2008-09-28,20.285714285714285,28.01,13.382857142857144,0.0,58.37,2008,TX,PCT DENTED,98
2008-09-28,20.285714285714285,28.01,13.382857142857144,0.0,58.37,2008,TX,PCT MATURE,76
2008-09-28,20.285714285714285,28.01,13.382857142857144,0.0,58.37,2008,TX,PCT HARVESTED,66
2008-10-05,19.537142857142857,27.895714285714288,11.937142857142858,3.261428571428572,50.10857142857143,2008,TX,PCT MATURE,89
2008-10-05,19.537142857142857,27.895714285714288,11.937142857142858,3.261428571428572,50.10857142857143,2008,TX,PCT HARVESTED,68
2008-10-12,18.322857142857146,25.417142857142856,12.287142857142856,2.2085714285714286,63.80857142857143,2008,TX,PCT MATURE,93
2008-10-12,18.322857142857146,25.417142857142856,12.287142857142856,2.2085714285714286,63.80857142857143,2008,TX,PCT HARVESTED,76
2008-10-19,13.377142857142855,20.728571428571428,7.441428571428572,5.177142857142857,74.0942857142857,2008,TX,PCT MATURE,96
2008-10-19,13.377142857142855,20.728571428571428,7.441428571428572,5.177142857142857,74.0942857142857,2008,TX,PCT HARVESTED,77
